id,smiles,IC50,pIC50,MolecularWeight,LogP,HydrogenBondDonors,HydrogenBondAcceptors,TopologicalPolarSurfaceArea,NumberofRotatableBonds,NumberofValenceElectrons,NumberofAromaticRings,Fractionofsp3Carbons,Asphericity,Eccentricity,NPR1,NPR2,PMI1,PMI2,PMI3,RadiusofGyration,InertialShapeFactor,SpherocityIndex
611,COC1=CC=C(C=C1)C1=C(N2C(NC(C)(C)C)=C3CO[C@@]45CCCCC4=CC(=O)C[C@H]5[N+]3=C2S1)C1=CC=C(OC)C=C1,26.1,4.583,584.762,7.1332,1,7,65.08,5,218,4,0.411764706,0.310934423,0.942027812,0.3355348,0.748750002,4612.887154,10293.71399,13747.86506,4.949844914,0.000162317,0.171699836
612,COC1=CC=C(C=C1)C1=C(N2C(NC(C)(C)C)=C3CO[C@@]4(C)C=CC(=O)C[C@H]4[N+]3=C2S1)C1=CC=C(OC)C=C1,20.7,4.684,544.697,6.2089,1,7,65.08,5,202,4,0.35483871,0.289657946,0.934066269,0.357099714,0.716775898,4200.401445,8431.108739,11762.54498,4.732052032,0.000170645,0.161724122
613,ClC1=CC(=CC(OCC2CCCC2)=C1)C1=CC(=CN(C1=O)C1=CN=CC=C1)C1=CC=CC=C1C#N,0.328,6.484,481.983,6.66058,0,5,67.91,6,174,4,0.206896552,0.23088892,0.915651392,0.401973294,0.776442166,4473.483566,8640.875703,11128.80789,5.014917812,0.000173565,0.221580114
614,CC1=C(COC2=CC(Cl)=CC(=C2)C2=CC(=CN(C2=O)C2=CN=CC=C2)C2=CC=CC=C2C#N)N=CO1,0.083,7.081,494.938,5.967,0,7,93.94,6,176,5,0.071428571,0.174781292,0.871137974,0.491038318,0.65838656,4545.097275,6094.088485,9256.094908,4.483164119,0.000144856,0.25371876
615,CC1=C(COC2=CC(=CC(Cl)=C2)C2=CC(=CN(C2=O)C2=CN=CC=C2)C2=CNC(=O)NC2=O)N=CO1,0.085,7.071,503.902,3.47192,2,8,135.87,6,180,5,0.08,0.228327799,0.908726656,0.417391741,0.695189488,4390.537271,7312.687473,10518.98454,4.695756602,0.000158338,0.241729535
616,CC1=C(COC2=CC(=CC(Cl)=C2)C2=CC(=CN(C2=O)C2=CN=CC=C2)C2=CNC(=O)NC2=O)OC=N1,0.131,6.883,503.902,3.47192,2,8,135.87,6,180,5,0.08,0.239975834,0.917910467,0.39678757,0.744170739,4985.25873,9349.798121,12564.04967,5.166315072,0.000149274,0.182028727
617,ClC1=C(COC2=CC(=CC(Cl)=C2)C2=CC(=CN(C2=O)C2=CN=CC=C2)C2=CNC(=O)NC2=O)C=CS1,0.027,7.569,539.4,4.8904,2,7,109.84,6,180,5,0.04,0.32451788,0.947230441,0.320553415,0.849806875,4656.783095,12345.41921,14527.32328,5.406151962,0.000182488,0.179780201
618,CC1=C(COC2=CC(Cl)=CC(=C2)C2=CC(=CN(C2=O)C2=CN=CC=C2)C2=CNC(=O)NC2=O)N=CS1,0.042,7.377,519.97,3.94042,2,8,122.73,6,180,5,0.08,0.178515439,0.858448003,0.5129006,0.606434416,5339.600363,6313.343031,10410.59488,4.606100809,0.000113573,0.234743618
619,FC(F)(F)C1=C(COC2=CC(=CC(Cl)=C2)C2=CC(=CN(C2=O)C2=CN=CC=C2)C2=CNC(=O)NC2=O)OC=N1,0.105,6.979,557.872,4.1823,2,8,135.87,6,198,5,0.08,0.152551509,0.847872433,0.530200281,0.643793575,5864.651191,7121.129307,11061.19971,4.642458102,0.000109775,0.237225543
620,FC(F)(F)C1=C(COC2=CC(=CC(Cl)=C2)C2=CC(=CN(C2=O)C2=CN=CC=C2)C2=CNC(=O)NC2=O)SC=N1,0.038,7.42,573.94,4.6508,2,8,122.73,6,198,5,0.08,0.214086088,0.90644608,0.422321564,0.745144053,5090.898114,8982.379251,12054.55403,4.770934321,0.000146368,0.240414056
621,CN1C=C(C(=O)NC1=O)C1=CN(C(=O)C(=C1)C1=CC(Cl)=CC(OCC2CC2)=C1)C1=CN=CC=C1,0.061,7.215,476.92,3.3957,1,7,98.98,6,172,4,0.2,0.181067542,0.872054904,0.489408056,0.643090448,5202.536747,6836.221124,10630.26382,4.87504494,0.000123611,0.165475287
622,CN1C=C(C(=O)NC1=O)C1=CN(C(=O)C(=C1)C1=CC(Cl)=CC(OCCC(F)(F)F)=C1)C1=CN=CC=C1,0.059,7.229,518.879,3.9381,1,7,98.98,6,186,4,0.166666667,0.31402099,0.943626791,0.331011298,0.770305218,4879.058973,11354.18824,14739.85632,5.463164996,0.00015788,0.138165549
623,CN1C=C(C(=O)NC1=O)C1=CN(C(=O)C(=C1)C1=CC(Cl)=C(F)C(OCC2=CC=CC=C2Cl)=C1)C1=CN=CC=C1,0.044,7.357,565.388,4.9784,1,7,98.98,6,196,5,0.071428571,0.164366653,0.845699835,0.53365887,0.607710664,6235.672671,7100.949682,11684.75411,4.70399994,9.75E-05,0.185917069
624,CN1C=C(C(=O)NC1=O)C1=CN(C(=O)C(=C1)C1=CC(Cl)=CC(OCC2=C(N=CO2)C(F)(F)F)=C1)C1=CN=CC=C1,0.13,6.886,571.899,4.1927,1,9,125.01,6,204,5,0.115384615,0.229733127,0.915916085,0.40136981,0.806405394,6031.678949,12118.44617,15027.73451,5.385791248,0.000133695,0.250469314
625,CN1C=C(C(=O)NC1=O)C1=CN(C(=O)C(=C1)C1=CC(Cl)=CC(OCC2=C(N=CS2)C(F)(F)F)=C1)C1=CN=CC=C1,0.061,7.215,587.967,4.6612,1,9,111.87,6,204,5,0.115384615,0.137899638,0.836714592,0.547639198,0.655853329,6469.759816,7748.19174,11813.9093,4.705016312,0.000101372,0.266476022
626,COC1=CC(=CC(C=O)=C1OCC(=O)N1CCC(C1)OC1=CC(=CC=C1)C(=O)N(C)C)C1=CC=CC2=NNC=C12,0.0775,7.111,542.592,3.8115,1,7,114.06,9,206,4,0.266666667,0.386190878,0.960324045,0.278886587,0.784377788,4547.237211,12789.25565,16304.96918,5.567827093,0.000172495,0.113872318
627,COC1=CC(=CC(C=O)=C1OCC(=O)N(C)C)C1=CC=CC2=NNC=C12,0.0365,7.438,353.378,2.518,1,5,84.52,6,134,3,0.210526316,0.524708234,0.980586601,0.196086506,0.907460013,1201.047318,5558.273415,6125.089078,4.269701488,0.000755557,0.196045968
628,CN(C)C(=O)COC1=C(C=O)C=C(C=C1)C1=CC=CC2=NNC=C12,0.0545,7.264,323.352,2.5094,1,4,75.29,5,122,3,0.166666667,0.630678962,0.989586987,0.143936083,0.935260758,841.9877589,5471.026402,5849.733729,4.336736935,0.001110777,0.125306844
629,CNCC1=CC(=CC(OC)=C1OCC(=O)N(C)C)C1=CC=CC2=NNC=C12,2.41,5.618,368.437,2.4249,2,5,79.48,7,142,3,0.3,0.4694493,0.974150434,0.225900269,0.872144945,1480.341743,5715.232539,6553.076496,4.319499458,0.000589151,0.191982326
630,CC(C)C[C@H](NC(=O)OCC1=CC(Cl)=CC=C1)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(=O)COC(C)=O,1.5,5.824,509.987,2.1241,3,7,139.9,12,192,1,0.541666667,0.401040096,0.963612214,0.267304136,0.838575098,3851.076656,12081.43291,14407.09716,5.453940841,0.000217751,0.169449904
631,COC1=C2C=C(NC2=CC=C1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]1CCCNC1=O)C(=O)CO,0.0195,7.71,486.569,1.2835,5,6,149.62,11,190,2,0.52,0.283739391,0.935000319,0.354646873,0.776745906,3939.575064,8628.438707,11108.44439,4.932546088,0.000197165,0.212379647
632,COC1=C2C=C(NC2=CC=C1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]1CCCNC1=O)C(=O)COC(=O)C(C)(C)C,0.0641,7.193,570.687,2.8805,4,7,155.69,12,224,2,0.566666667,0.351166622,0.953436531,0.301593735,0.872216893,3965.108384,11467.19615,13147.1842,5.003953209,0.000219973,0.268030708
633,COC1=C2C=C(NC2=CC=C1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]1CCCNC1=O)C(=O)COC(=O)C(C)(C)C#N,0.0219,7.66,581.67,2.38418,4,8,179.48,13,226,2,0.533333333,0.259523746,0.925213037,0.379448067,0.739383781,6036.262334,11762.12202,15908.00653,5.382732479,0.00012249,0.218748541
634,COC1=C2C=C(NC2=CC=C1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]1CCCNC1=O)C(=O)COC(=O)C(C)(C)C(F)(F)F,0.02,7.699,624.657,3.4229,4,7,155.69,13,242,2,0.566666667,0.377916873,0.959037807,0.283278105,0.804119999,4859.042954,13792.99545,17152.90685,5.353474072,0.000165489,0.151302542
635,COC1=C2C=C(NC2=CC=C1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]1CCCNC1=O)C(=O)COC(=O)C1(C)OCCCO1,0.0125,7.903,614.696,1.9875,4,9,174.15,13,240,2,0.580645161,0.329830357,0.948389831,0.31710681,0.869410105,4605.947151,12628.10152,14524.9077,5.082623264,0.000188758,0.276586609
636,COC1=C2C=C(NC2=CC=C1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]1CCCNC1=O)C(=O)COC(=O)C1(CCCCC1)C(F)(F)F,0.0863,7.064,664.722,4.3472,4,7,155.69,13,258,2,0.606060606,0.247488777,0.922271033,0.386543843,0.773502426,7871.921789,15752.28973,20364.88729,5.752246762,9.83E-05,0.346642061
637,COC1=C2C=C(NC2=CC=C1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]1CCCNC1=O)C(=O)COC(=O)C1=CC=CC=C1,0.0635,7.197,590.677,3.1482,4,7,155.69,13,228,3,0.40625,0.235920159,0.916711529,0.399549712,0.75270264,6470.748951,12190.09718,16195.10353,5.431858297,0.000116324,0.242572819
638,COC1=C2C=C(NC2=CC=C1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]1CCCNC1=O)C(=O)COC(=O)C1=C(Cl)C=CC=C1Cl,0.0064,8.194,659.567,4.455,4,7,155.69,13,240,3,0.40625,0.517951194,0.979197415,0.202909887,0.964343181,4343.625824,20643.38017,21406.67407,5.93041321,0.000222013,0.220082275
639,COC1=C2C=C(NC2=CC=C1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]1CCCNC1=O)C(=O)COC(=O)C1=C(C=CC=C1C(F)(F)F)C(F)(F)F,0.001,9,726.671,5.1858,4,7,155.69,13,276,3,0.441176471,0.176991525,0.870382777,0.492375691,0.648503311,8838.842197,11641.55447,17951.41871,5.142348877,7.34E-05,0.221476002
640,COC1=C2C=C(NC2=CC=C1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]1CCCNC1=O)C(=O)COC(=O)C1=NC=CC=C1,0.1255,6.901,591.665,2.5432,4,8,168.58,13,228,3,0.419354839,0.238340623,0.918690067,0.39497919,0.77471437,6800.778529,13339.08464,17218.06792,5.61873398,0.000113916,0.292125178
641,COC1=C2C=C(NC2=CC=C1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]1CCCNC1=O)C(=O)COC(=O)C1=CN=CC=C1,0.004,8.398,591.665,2.5432,4,8,168.58,13,228,3,0.419354839,0.341710274,0.95058478,0.310465096,0.907635964,4439.104647,12977.5974,14298.2406,5.177010284,0.000204464,0.311001007
642,COC1=C2C=C(NC2=CC=C1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]1CCCNC1=O)C(=O)COC(=O)C1=CC=NC=C1,0.0329,7.483,591.665,2.5432,4,8,168.58,13,228,3,0.419354839,0.226704468,0.908920154,0.416970207,0.704018367,6934.860571,11708.9162,16631.54934,5.459873507,0.000101519,0.204842852
643,COC1=C2C=C(NC2=CC=C1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]1CCCNC1=O)C(=O)COC(=O)C1=C(C)N=C(C)C=C1C,0.019,7.721,633.746,3.46846,4,8,168.58,13,246,3,0.470588235,0.153590956,0.864656594,0.502363389,0.707985283,8238.437436,11610.50463,16399.35873,5.347751437,8.59E-05,0.295871469
644,COC1=C2C=C(NC2=CC=C1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]1CCCNC1=O)C(=O)COC(=O)C1=C(C)N=C(C)C=C1C(F)(F)F,0.014,7.854,687.716,4.17884,4,8,168.58,13,264,3,0.470588235,0.232149532,0.914749211,0.404022129,0.746272224,8280.579393,15295.11866,20495.36102,5.660531109,9.01E-05,0.290140498
645,COC1=C2C=C(NC2=CC=C1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]1CCCNC1=O)C(=O)COC(=O)C1=C(C)N=C(C)N=C1C,0.0221,7.656,634.734,2.86346,4,9,181.47,13,246,3,0.484848485,0.172806265,0.879785791,0.475370341,0.713612904,8799.937381,13210.22437,18511.75098,5.649813206,8.11E-05,0.373200901
646,COC1=C2C=C(NC2=CC=C1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]1CCCNC1=O)C(=O)COC(=O)C1=C(C)N(C)N=C1C,0.0715,7.146,622.723,2.49854,4,9,173.51,13,242,3,0.5,0.230800199,0.914612968,0.404330457,0.754097319,5847.402226,10905.70909,14461.93855,5.006331061,0.000128963,0.223923359
647,COC1=C2C=C(NC2=CC=C1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(=O)COC(=O)C1=C(C)N=C(C)C=C1C(F)(F)F,0.017,7.77,673.689,3.78874,4,8,168.58,13,258,3,0.454545455,0.091463723,0.808172036,0.588946483,0.770526351,9529.144011,12467.10315,16179.98287,5.322942728,8.09E-05,0.563020924
648,CCOC(=O)C[C@H](NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)OCC1=CC=CC=C1)C(C)C)C(=O)COC(=O)C1=C(Cl)C=CC=C1Cl,0.03,7.523,652.528,3.613,3,9,166.2,15,238,2,0.4,0.393044966,0.961201451,0.275847369,0.926678333,4637.133429,15577.93026,16810.50448,5.326430835,0.000199839,0.314541033
649,COC1=CC(O)=C2C(=O)C(O)=C(OC2=C1)C1=CC(O)=C(O)C(O)=C1,0.3,6.523,332.264,1.9966,5,8,140.59,2,124,3,0.0625,0.456141983,0.972107809,0.23453445,0.808982912,1215.345611,4192.108365,5181.949212,3.991894911,0.00066564,0.088789763
650,CCOC1=CC(O)=C2C(=O)C(O)=C(OC2=C1)C1=CC(O)=C(O)C(O)=C1,0.74,6.131,346.291,2.3867,5,8,140.59,3,130,3,0.117647059,0.501455316,0.97803326,0.208448894,0.829473697,1285.45242,5115.157724,6166.75097,4.259772908,0.000645278,0.073249856
651,CC(C)CCOC1=CC(O)=C2C(=O)C(O)=C(OC2=C1)C1=CC(O)=C(O)C(O)=C1,1.92,5.717,388.372,3.4129,5,8,140.59,5,148,3,0.25,0.484239621,0.975910913,0.218169405,0.82042708,1899.096613,7141.561804,8704.688053,4.779729156,0.000432009,0.086329319
652,OC1=CC(=CC(O)=C1O)C1=C(O)C(=O)C2=C(O)C=C(OCC3CCCC3)C=C2O1,2.45,5.611,400.383,3.557,5,8,140.59,4,152,3,0.285714286,0.463047337,0.972952325,0.231006002,0.800367612,2179.799227,7552.360904,9436.115099,4.892588676,0.000367175,0.073878594
653,COC1=CC(O)=C2C(=O)[C@H](O)[C@H](OC2=C1)C1=CC(O)=C(O)C(O)=C1,0.26,6.585,334.28,1.1949,5,8,136.68,2,126,2,0.1875,0.440053371,0.970017208,0.243036243,0.852767839,1234.015723,4329.925891,5077.496705,3.989605661,0.000691051,0.203322279
654,CC1(C)COP(=O)(OC2=CC(O)=C3C(=O)C(O)=C(OC3=C2)C2=CC(O)=C(O)C(O)=C2)OC1,6.62,5.179,466.335,3.5479,5,11,176.12,3,170,3,0.25,0.414567669,0.965856998,0.25907578,0.820086853,2656.127713,8407.792562,10252.31966,4.780697849,0.000308753,0.113050425
655,OC1=CC(=CC(O)=C1O)C1=C(O)C(=O)C2=C(O)C=C(OP(=O)(OC3=CC=CC=C3)OC3=CC=CC=C3)C=C2O1,3.13,5.504,550.412,5.6329,5,11,176.12,7,198,5,0,0.167704764,0.879815034,0.475316217,0.924952199,5138.727375,9999.821211,10811.17621,4.855203455,0.000179996,0.465504258
656,O[C@@H]1[C@H](OC2=CC(OP(=O)(OC3=CC=CC=C3)OC3=CC=CC=C3)=CC(O)=C2C1=O)C1=CC(O)=C(O)C(O)=C1,1.84,5.735,552.428,4.8312,5,11,172.21,7,200,4,0.074074074,0.4993109,0.977644513,0.21026461,0.915403403,3249.012949,14144.83164,15452.01995,5.452397494,0.000281748,0.167832188
657,O=C[C@H](C[C@@H]1CCNC1=O)NC(=O)C1[C@H]2CCC[C@H]2CN1C(=O)OCC1=CC=CC=C1,0.051,7.292,427.501,1.6336,2,5,104.81,7,166,1,0.565217391,0.241505569,0.918749613,0.394840662,0.747920084,2704.807624,5123.534982,6850.377591,4.143435005,0.000276515,0.229262554
658,CC1(C)[C@H]2CN(C([C@@H]12)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C=O)C(=O)OCC1=CC=CC=C1,0.054,7.268,427.501,1.4895,2,5,104.81,7,166,1,0.565217391,0.287314788,0.9354815,0.353375668,0.757987721,2559.65973,5490.447762,7243.452115,4.22932174,0.000296128,0.214853976
659,CC(=O)OC1=CC(C)=CC2=C1C(=O)C=CC2=O,0.221,6.656,230.219,1.85552,0,4,60.44,1,86,1,0.153846154,0.295124517,0.930980951,0.365067758,0.660853974,737.6082977,1335.235347,2020.469573,2.981617368,0.000895942,0.045615547
660,CC1=CC2=C(C(=O)C=CC2=O)C(OCC2=CC=CC=C2)=C1,0.161,6.793,278.307,3.50922,0,3,43.37,3,104,2,0.111111111,0.458942008,0.972579411,0.23257104,0.817328441,862.4308954,3030.855862,3708.24715,3.695502971,0.000947703,0.139986876
661,CCC(=O)OC1=CC=CC2=C1C(=O)C=CC2=O,0.13,6.886,230.219,1.9372,0,4,60.44,2,86,1,0.153846154,0.416013851,0.965261417,0.261286043,0.767016814,552.500256,1621.889105,2114.541787,3.052031121,0.001388265,0.057441387
662,COC1=CC=CC2=C1C(=O)C(=CC2=O)C(C)=O,0.072,7.143,230.219,1.5896,0,4,60.44,2,86,1,0.153846154,0.305772947,0.932860925,0.360236721,0.647214182,730.0897974,1311.705452,2026.694545,2.972562783,0.000886486,0.033278146
663,N=C(NN=CC1=CC=NC=C1)C1=NON=C1NCNC1=NON=C1C(=N)NN=CC1=CC=NC=C1,0.013,7.886,474.449,0.62224,6,14,224.16,10,176,4,0.052631579,0.444114823,0.970608336,0.240664617,0.863879375,3461.066619,12423.69613,14381.28573,5.647654182,0.000249599,0.151445169
664,OC1=CC=CC=C1C=NNC(=N)C1=NON=C1NCNC1=NON=C1C(=N)NN=CC1=CC=CC=C1O,0.11,6.959,504.471,1.24344,8,14,238.84,10,188,4,0.047619048,0.662051605,0.991627195,0.129133677,0.914290474,2237.609533,15842.692,17327.85418,5.924047781,0.000408601,0.089192851
665,COC1=CC(=CC=C1O)C(N=C1NC(=O)C(CC(=O)NC2=CC=C(C=C2)C(O)=O)S1)C1=C(O)NC(=O)NC1=O,0.45,6.347,555.525,0.887,7,10,223.27,8,202,3,0.166666667,0.18407966,0.887694116,0.460433661,0.718477772,4731.022016,7382.462331,10275.14366,4.488972433,0.000151865,0.328891397
666,C\C(\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C(/C)=C/C(O)=O,24.7,4.607,300.442,5.6026,1,1,37.3,5,120,0,0.45,0.750738529,0.995771228,0.09186763,0.963353272,689.9501477,7235.037309,7510.263906,5.068290893,0.001396265,0.161920666
667,O=C[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)C1=CC=C2OCOC2=C1,0.078,7.108,451.479,0.9663,3,6,122.83,9,172,2,0.333333333,0.385840364,0.960746351,0.277428278,0.864062745,2877.297734,8961.472129,10371.32104,4.959539951,0.000300304,0.219326618
668,O=C[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)C1=CC=C2OC=CC2=C1,0.059,7.229,447.491,1.9838,3,5,117.51,9,170,3,0.28,0.273678558,0.930260538,0.36689962,0.740534794,3386.097778,6834.357642,9228.948721,4.661718017,0.000218699,0.209501029
669,O=C[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)C1=CC=CC2=C1OCCO2,0.097,7.013,465.506,1.0088,3,6,122.83,9,178,2,0.36,0.197546327,0.8973238,0.441372856,0.736779975,3656.576642,6103.892452,8284.552597,4.402517235,0.000201494,0.322489853
670,O=C[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)C1=CC2=CC=CC=C2O1,0.08,7.097,447.491,1.9838,3,5,117.51,9,170,3,0.28,0.367465243,0.957130184,0.289658093,0.828845118,2252.796047,6446.286335,7777.431746,4.290673985,0.000367918,0.192664418
671,CC1=NC2=CC=CC=C2N=C1C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C=O,0.065,7.187,473.533,1.48922,3,6,130.15,9,180,3,0.307692308,0.310370946,0.942270939,0.334851425,0.759138892,3338.962566,7569.734375,9971.474856,4.695446656,0.000227358,0.158204669
672,O=C[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)C1=NC2=CC=CC=C2C=C1,0.14,6.854,458.518,1.7858,3,5,117.26,9,174,3,0.269230769,0.28818695,0.935709852,0.352770567,0.75692061,3341.650957,7169.998632,9472.590039,4.668212549,0.000226511,0.20127517
673,BrC1=CC=C2C=CC(=NC2=C1)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C=O,0.24,6.62,537.414,2.5483,3,5,117.26,9,180,3,0.269230769,0.426597253,0.967844857,0.251547874,0.823882323,3789.80569,12412.56334,15065.94205,5.393649566,0.000217394,0.16589068
674,ClC1=CC2=C(OCC(=C2)C(=O)N[C@@H](CC2=CC=CC=C2)C(=O)N[C@@H](C[C@@H]2CCNC2=O)C=O)C=C1,0.12,6.921,495.963,2.0532,3,5,113.6,9,182,2,0.307692308,0.391028479,0.96169721,0.274113983,0.81899708,3474.17197,10380.12241,12674.18733,5.171500375,0.000235739,0.185250463
675,O=C[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)C1=CC2=CC=CC=C2N1,0.034,7.469,446.507,1.7189,4,4,120.16,9,170,3,0.28,0.289018293,0.935442854,0.353477957,0.744830351,3347.462156,7053.597996,9470.073272,4.717177148,0.000222506,0.174726377
676,CC(C)[C@H](NC(=O)C1=NOC(C)=C1)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C=O,0.067,7.174,511.579,0.67482,4,7,159.5,12,198,2,0.461538462,0.254579536,0.925770706,0.378085441,0.810005527,4270.184614,9148.390196,11294.23182,4.914617053,0.000189689,0.304767403
677,CC(C)[C@H](NC(=O)C1=CC2=CC=CC=C2N1)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C=O,0.068,7.167,545.64,1.8597,5,5,149.26,12,210,3,0.366666667,0.570445122,0.985008871,0.172503691,0.911889972,2657.640548,14048.83424,15406.28219,5.424637207,0.00034312,0.144444948
678,CC(C)[C@H](NC(=O)C1=CC2=CC=CC=C2O1)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C=O,0.067,7.174,546.624,2.1246,4,6,146.61,12,210,3,0.366666667,0.216309626,0.908501947,0.417880619,0.76194789,5783.639501,10545.67193,13840.41097,5.253228737,0.000131742,0.329147235
679,CC(C)[C@H](NC(=O)C1=NC2=CC=CC=C2C=C1)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C=O,0.18,6.745,557.651,1.9266,4,6,146.36,12,214,3,0.35483871,0.428390422,0.968185786,0.250232461,0.865704764,4128.680399,14283.59164,16499.37974,5.594856579,0.000209681,0.210757082
680,CC(C)(C)C1=CC=C(C=C1)N(C(C(=O)NCCC1=CC=CC(F)=C1)C1=CC=CN=C1)C(=O)C=C,3.06,5.514,459.565,5.1374,1,3,62.3,8,176,3,0.25,0.181754436,0.890944738,0.454111742,0.775116814,3298.672948,5630.457508,7264.011575,4.197368431,0.000234978,0.338709831
681,COC1=CC=C(NC(=O)C(N(C(=O)C=C)C2=CC=C(C=C2)C(C)(C)C)C2=CC=CN=C2)C(OC)=C1,6.47,5.189,473.573,5.2953,1,5,80.76,8,182,3,0.25,0.171110683,0.859963203,0.510356042,0.628879587,4181.101754,5152.108197,8192.519366,4.301595659,0.00015041,0.225760068
682,CC(C)(C)C1=CC=C(C=C1)N(C(C(=O)NCCC1=CC=CC(F)=C1)C1=CN=CC(=C1)C#N)C(=O)C=C,6.225,5.206,484.575,5.00908,1,4,86.09,8,184,3,0.24137931,0.318732697,0.945642121,0.325209132,0.860557549,3069.044611,8121.203396,9437.141545,4.613458679,0.000280399,0.316156626
683,FC1=CC=CC(CCNC(=O)C(N(C(=O)C=C)C2=CC=C(C=C2)C(F)(F)F)C2=CN=CC(=C2)C#N)=C1,9.085,5.042,496.464,4.73038,1,4,86.09,8,184,3,0.153846154,0.219912756,0.911529356,0.41123501,0.801357014,3397.872037,6621.295659,8262.603989,4.290918458,0.000235841,0.391122818
684,CC(C)(C)C1=CC=C(C=C1)N(C(C(=O)NCCC1=CC=CC(F)=C1)C1=CN=CC(Cl)=C1)C(=O)C=C,9.15,5.039,494.01,5.7908,1,3,62.3,8,182,3,0.25,0.277278566,0.933676397,0.358117837,0.820398874,3420.537126,7835.981673,9551.429092,4.589144766,0.000239845,0.240826534
685,CC1=CN=CC(=C1)C(N(C(=O)C=C)C1=CC=C(C=C1)C(C)(C)C)C(=O)NCCC1=CC=CC(F)=C1,11.61,4.935,473.592,5.44582,1,3,62.3,8,182,3,0.275862069,0.163031141,0.872089621,0.489346189,0.708509387,3894.802806,5639.165917,7959.19718,4.297511335,0.000181911,0.297012631
686,FC1=CC=CC(CCNC(=O)C(N(C(=O)C=C)C2=CC=C(C=C2)C(F)(F)F)C2=CC=CN=C2)=C1,16.61,4.78,471.454,4.8587,1,3,62.3,8,176,3,0.16,0.139465577,0.835930659,0.548835069,0.64892706,4364.219983,5160.130255,7951.787764,4.305147866,0.000148693,0.368285204
687,CSCCNC(=O)C(N(C(=O)C=C)C1=CC=C(C=C1)C(C)(C)C)C1=CC=CN=C1,31.495,4.502,411.571,4.1186,1,4,62.3,8,154,2,0.347826087,0.241321678,0.918731989,0.39488167,0.748949181,2394.766639,4542.015119,6064.517103,3.974257385,0.000312744,0.284037684
688,CC(C)(C)C1=CC=C(C=C1)N(C(C(=O)NCC1=CC=C(F)C=C1)C1=CC=CN=C1)C(=O)C=C,20.11,4.697,445.538,5.0949,1,3,62.3,7,170,3,0.222222222,0.435444483,0.968067818,0.25068845,0.954115363,2089.289925,7951.796783,8334.208938,4.541086707,0.00045667,0.322267426
689,FC1=CC=CC(CCNC(=O)C(N(C(=O)C=C)C2=CC=C(C=C2)C(F)(F)F)C2=CN=CC(Cl)=C2)=C1,19.14,4.718,505.899,5.5121,1,3,62.3,8,182,3,0.16,0.311370776,0.943655266,0.330930111,0.806480872,3065.755092,7471.283997,9264.056049,4.423822538,0.000263061,0.294770577
